時間,lon,lat,無意義,往東北,往東南,往西南,往西北,停止
11-14_23-30-00,121.513,25.095,0.0,0,2,1,1,3
11-14_23-30-00,121.613,25.005,0.0,1,0,0,0,2
11-14_23-30-00,121.637,25.035,0.0,0,0,0,0,1
11-14_23-30-00,121.603,25.095,0.0,0,0,0,0,1
11-14_23-30-00,121.643,25.055,0.0,2,0,0,1,2
11-14_23-30-00,121.585,25.095,0.0,2,0,0,0,0
11-14_23-30-00,121.531,25.005,0.0,2,2,2,0,6
11-14_23-30-00,121.569,25.075,0.0,0,1,0,0,2
11-14_23-30-00,121.567,25.071,0.0,3,0,0,3,3
11-14_23-30-00,121.549,25.071,0.0,1,1,5,2,3
11-14_23-30-00,121.599,25.021,0.0,0,0,0,0,1
11-14_23-30-00,121.623,25.051,0.0,0,1,4,1,4
11-14_23-30-00,121.547,25.091,0.0,0,0,1,0,0
11-14_23-30-00,121.607,25.031,0.0,0,0,0,1,2
11-14_23-30-00,121.557,25.071,0.0,1,0,2,0,7
11-14_23-30-00,121.607,25.021,0.0,0,0,0,0,1
11-14_23-30-00,121.573,25.091,0.0,0,0,0,0,1
11-14_23-30-00,121.591,25.091,0.0,0,0,0,7,12
11-14_23-30-00,121.617,25.011,0.0,0,0,0,1,0
11-14_23-30-00,121.467,25.071,0.0,0,0,3,0,9
11-14_23-30-00,121.631,25.051,0.0,4,0,0,0,1
11-14_23-30-00,121.543,25.009,0.0,0,1,1,0,3
11-14_23-30-00,121.577,25.029,0.0,0,3,0,0,2
11-14_23-30-00,121.487,25.029,0.0,2,0,3,0,1
11-14_23-30-00,121.467,25.097,0.0,1,0,0,0,1
11-14_23-30-00,121.607,25.047,0.0,0,0,2,0,1
11-14_23-30-00,121.493,25.017,0.0,1,4,1,1,6
11-14_23-30-00,121.639,25.039,0.0,0,0,0,0,1
11-14_23-30-00,121.465,25.069,0.0,4,1,2,2,1
11-14_23-30-00,121.631,25.029,0.0,1,0,0,0,0
11-14_23-30-00,121.605,25.019,0.0,0,0,0,0,1
11-14_23-30-00,121.575,25.007,0.0,0,1,2,2,3
11-14_23-30-00,121.649,25.077,0.0,3,0,2,3,10
11-14_23-30-00,121.653,25.037,0.0,0,0,1,0,0
11-14_23-30-00,121.647,25.007,0.0,1,0,0,0,0
11-14_23-30-00,121.479,25.047,0.0,0,3,3,0,5
11-14_23-30-00,121.641,25.047,0.0,1,0,0,0,1
11-14_23-30-00,121.555,25.007,0.0,0,0,2,2,10
11-14_23-30-00,121.537,25.097,0.0,0,2,0,0,3
11-14_23-30-00,121.473,25.043,0.0,3,0,1,0,7
11-14_23-30-00,121.585,25.003,0.0,3,1,1,0,5
11-14_23-30-00,121.587,25.007,0.0,1,0,0,0,0
11-14_23-30-00,121.479,25.097,0.0,0,0,0,0,6
11-14_23-30-00,121.467,25.037,0.0,2,1,1,3,4
11-14_23-30-00,121.493,25.047,0.0,3,0,3,1,4
11-14_23-30-00,121.489,25.097,0.0,0,1,1,0,0
11-14_23-30-00,121.651,25.007,0.0,0,0,0,0,3
11-14_23-30-00,121.611,25.047,0.0,0,0,1,1,3
11-14_23-30-00,121.555,25.067,0.0,1,0,0,0,0
11-14_23-30-00,121.603,25.033,0.0,0,0,1,0,0
11-14_23-30-00,121.639,25.033,0.0,0,2,0,0,1
11-14_23-30-00,121.585,25.033,0.0,0,1,1,0,0
11-14_23-30-00,121.647,25.043,0.0,1,3,1,0,2
11-14_23-30-00,121.653,25.075,0.0,3,0,2,0,2
11-14_23-30-00,121.633,25.005,0.0,0,0,0,0,1
11-14_23-30-00,121.615,25.005,0.0,0,0,0,1,1
11-14_23-30-00,121.485,25.045,0.0,0,1,0,1,1
11-14_23-30-00,121.563,25.075,0.0,2,1,0,0,2
11-14_23-30-00,121.653,25.083,0.0,0,0,0,0,1
11-14_23-30-00,121.625,25.033,0.0,0,0,1,0,2
11-14_23-30-00,121.637,25.093,0.0,0,0,0,0,2
11-14_23-30-00,121.619,25.085,0.0,0,0,0,2,0
11-14_23-30-00,121.573,25.095,0.0,0,0,0,0,1
11-14_23-30-00,121.479,25.045,0.0,0,0,2,2,1
11-14_23-30-00,121.645,25.095,0.0,1,0,1,2,1
11-14_23-30-00,121.491,25.015,0.0,0,0,2,1,6
11-14_23-30-00,121.561,25.011,0.0,0,4,4,2,11
11-14_23-30-00,121.515,25.021,0.0,1,1,0,2,7
11-14_23-30-00,121.633,25.011,0.0,0,2,0,0,9
11-14_23-30-00,121.495,25.099,0.0,0,0,0,2,8
11-14_23-30-00,121.469,25.089,0.0,10,12,12,11,197
11-14_23-30-00,121.503,25.019,0.0,8,7,7,3,117
11-14_23-30-00,121.473,25.049,0.0,4,0,6,6,84
11-14_23-30-00,121.527,25.049,0.0,21,22,49,11,317
11-14_23-30-00,121.551,25.079,0.0,11,6,9,11,241
11-14_23-30-00,121.607,25.059,0.0,5,6,4,4,40
11-14_23-30-00,121.477,25.009,0.0,4,7,12,12,209
11-14_23-30-00,121.581,25.049,0.0,15,19,18,12,315
11-14_23-30-00,121.553,25.059,0.0,11,12,16,11,131
11-14_23-30-00,121.531,25.009,0.0,6,6,11,7,15
11-14_23-30-00,121.529,25.029,0.0,7,14,6,11,187
11-14_23-30-00,121.475,25.029,0.0,23,19,30,14,418
11-14_23-30-00,121.499,25.059,0.0,14,12,16,7,136
11-14_23-30-00,121.579,25.069,0.0,6,7,8,0,45
11-14_23-30-00,121.523,25.089,0.0,24,15,22,15,230
11-14_23-30-00,121.549,25.099,0.0,3,4,3,5,47
11-14_23-30-00,121.471,25.069,0.0,0,5,2,0,21
11-14_23-30-00,121.525,25.069,0.0,6,3,7,5,100
11-14_23-30-00,121.557,25.019,0.0,4,25,28,23,251
11-14_23-30-00,121.633,25.069,0.0,12,18,14,6,173
11-14_23-30-00,121.555,25.039,0.0,9,14,16,17,182
11-14_23-30-00,121.497,25.079,0.0,4,6,12,3,38
11-14_23-30-00,121.639,25.009,0.0,0,2,1,0,2
11-14_23-30-00,121.635,25.049,0.0,2,0,0,1,2
11-14_23-30-00,121.605,25.079,0.0,0,2,0,1,1
11-14_23-30-00,121.501,25.039,0.0,13,14,24,8,274
11-14_23-30-00,121.649,25.089,0.0,0,2,1,0,15
11-14_23-30-00,121.467,25.019,0.0,13,8,26,14,194
11-14_23-30-00,121.575,25.019,0.0,2,3,3,4,36
11-14_23-30-00,121.461,25.079,0.0,2,7,17,13,127
11-14_23-30-00,121.573,25.039,0.0,5,21,19,14,215
11-14_23-30-00,121.569,25.079,0.0,1,2,4,1,34
11-14_23-30-00,121.495,25.009,0.0,2,3,3,5,7
11-14_23-30-00,121.599,25.049,0.0,0,0,2,1,9
11-14_23-30-00,121.651,25.069,0.0,1,4,3,3,12
11-14_23-30-00,121.513,25.099,0.0,4,2,4,8,6
11-14_23-30-00,121.491,25.049,0.0,8,8,5,3,38
11-14_23-30-00,121.489,25.069,0.0,7,12,15,12,232
11-14_23-30-00,121.545,25.049,0.0,21,14,25,21,293
11-14_23-30-00,121.515,25.079,0.0,4,2,3,5,15
11-14_23-30-00,121.519,25.039,0.0,2,9,12,7,99
11-14_23-30-00,121.597,25.069,0.0,7,6,11,3,106
11-14_23-30-00,121.547,25.029,0.0,16,16,15,18,239
11-14_23-30-00,121.571,25.059,0.0,3,3,0,0,13
11-14_23-30-00,121.493,25.029,0.0,5,8,9,5,91
11-14_23-30-00,121.549,25.009,0.0,0,1,0,0,4
11-14_23-30-00,121.537,25.039,0.0,1,7,9,8,64
11-14_23-30-00,121.465,25.039,0.0,0,1,0,1,3
11-14_23-30-00,121.587,25.079,0.0,2,5,3,9,79
11-14_23-30-00,121.509,25.049,0.0,6,14,12,26,88
11-14_23-30-00,121.513,25.009,0.0,16,20,26,25,215
11-14_23-30-00,121.483,25.039,0.0,0,0,1,1,0
11-14_23-30-00,121.625,25.059,0.0,2,7,5,5,49
11-14_23-30-00,121.485,25.019,0.0,3,8,6,1,50
11-14_23-30-00,121.463,25.059,0.0,17,17,10,10,141
11-14_23-30-00,121.487,25.089,0.0,10,9,18,20,108
11-14_23-30-00,121.623,25.079,0.0,1,2,1,1,13
11-14_23-30-00,121.627,25.039,0.0,3,0,0,2,18
11-14_23-30-00,121.517,25.059,0.0,8,14,19,10,174
11-14_23-30-00,121.563,25.049,0.0,14,20,29,13,210
11-14_23-30-00,121.617,25.049,0.0,7,8,8,8,79
11-14_23-30-00,121.477,25.099,0.0,0,0,1,0,3
11-14_23-30-00,121.535,25.059,0.0,6,9,17,21,247
11-14_23-30-00,121.589,25.059,0.0,11,10,7,5,80
11-14_23-30-00,121.511,25.029,0.0,3,9,7,13,151
11-14_23-30-00,121.481,25.059,0.0,4,2,11,10,80
11-14_23-30-00,121.505,25.089,0.0,5,13,21,19,220
11-14_23-30-00,121.565,25.029,0.0,13,14,9,9,313
11-14_23-30-00,121.641,25.079,0.0,6,6,2,4,67
11-14_23-30-00,121.591,25.039,0.0,4,5,14,5,68
11-14_23-30-00,121.479,25.079,0.0,5,7,10,8,78
11-14_23-30-00,121.533,25.079,0.0,0,1,1,3,63
11-14_23-30-00,121.615,25.069,0.0,10,20,18,17,288
11-14_23-30-00,121.531,25.099,0.0,4,2,5,3,73
11-14_23-30-00,121.643,25.059,0.0,1,0,7,4,11
11-14_23-30-00,121.539,25.019,0.0,2,1,11,6,33
11-14_23-30-00,121.621,25.009,0.0,3,3,4,1,69
11-14_23-30-00,121.619,25.029,0.0,0,0,0,0,15
11-14_23-30-00,121.583,25.049,0.0,6,9,9,6,76
11-14_23-30-00,121.611,25.039,0.0,1,0,0,0,0
11-14_23-30-00,121.555,25.059,0.0,6,4,17,8,171
11-14_23-30-00,121.475,25.049,0.0,4,4,9,4,60
11-14_23-30-00,121.479,25.009,0.0,10,7,13,6,113
11-14_23-30-00,121.477,25.029,0.0,12,14,19,13,146
11-14_23-30-00,121.559,25.019,0.0,13,26,11,11,305
11-14_23-30-00,121.581,25.069,0.0,4,8,1,3,72
11-14_23-30-00,121.585,25.029,0.0,0,0,0,0,1
11-14_23-30-00,121.471,25.089,0.0,11,8,10,19,129
11-14_23-30-00,121.557,25.039,0.0,12,15,11,19,174
11-14_23-30-00,121.499,25.079,0.0,7,8,7,7,144
11-14_23-30-00,121.473,25.069,0.0,1,3,3,2,18
11-14_23-30-00,121.553,25.079,0.0,8,9,10,8,168
11-14_23-30-00,121.525,25.089,0.0,19,18,28,13,217
11-14_23-30-00,121.531,25.029,0.0,8,12,11,9,307
11-14_23-30-00,121.551,25.099,0.0,1,3,2,0,38
11-14_23-30-00,121.635,25.069,0.0,7,18,14,5,118
11-14_23-30-00,121.529,25.049,0.0,18,31,21,16,446
11-14_23-30-00,121.503,25.039,0.0,12,16,37,14,214
11-14_23-30-00,121.607,25.079,0.0,1,0,0,3,3
11-14_23-30-00,121.533,25.009,0.0,6,7,5,14,83
11-14_23-30-00,121.587,25.009,0.0,2,0,0,0,1
11-14_23-30-00,121.609,25.059,0.0,4,4,15,6,33
11-14_23-30-00,121.527,25.069,0.0,5,13,10,23,228
11-14_23-30-00,121.501,25.059,0.0,10,11,14,5,63
11-14_23-30-00,121.533,25.099,0.0,5,9,4,1,145
11-14_23-30-00,121.621,25.029,0.0,1,0,4,1,0
11-14_23-30-00,121.537,25.059,0.0,15,15,26,16,162
11-14_23-30-00,121.535,25.079,0.0,1,0,1,1,128
11-14_23-30-00,121.589,25.079,0.0,8,6,5,9,189
11-14_23-30-00,121.539,25.039,0.0,6,5,13,10,26
11-14_23-30-00,121.481,25.079,0.0,11,8,30,14,256
11-14_23-30-00,121.509,25.069,0.0,0,5,5,9,25
11-14_23-30-00,121.483,25.059,0.0,8,6,15,14,141
11-14_23-30-00,121.461,25.009,0.0,17,22,27,9,280
11-14_23-30-00,121.487,25.019,0.0,3,4,1,2,12
11-14_23-30-00,121.515,25.009,0.0,25,30,29,19,444
11-14_23-30-00,121.643,25.079,0.0,6,4,8,3,41
11-14_23-30-00,121.569,25.009,0.0,0,2,2,0,15
11-14_23-30-00,121.561,25.089,0.0,8,11,8,10,165
11-14_23-30-00,121.619,25.049,0.0,6,13,10,8,136
11-14_23-30-00,121.565,25.049,0.0,14,13,16,9,248
11-14_23-30-00,121.507,25.089,0.0,11,11,21,15,236
11-14_23-30-00,121.541,25.019,0.0,1,2,3,6,42
11-14_23-30-00,121.511,25.049,0.0,7,12,21,15,84
11-14_23-30-00,121.595,25.019,0.0,1,0,2,0,3
11-14_23-30-00,121.641,25.099,0.0,0,0,1,1,12
11-14_23-30-00,121.567,25.029,0.0,7,2,5,5,66
11-14_23-30-00,121.593,25.039,0.0,4,6,5,1,38
11-14_23-30-00,121.617,25.069,0.0,6,15,18,10,282
11-14_23-30-00,121.591,25.059,0.0,0,10,5,4,46
11-14_23-30-00,121.523,25.019,0.0,3,14,7,5,51
11-14_23-30-00,121.467,25.039,0.0,1,0,1,0,0
11-14_23-30-00,121.627,25.059,0.0,1,2,5,3,44
11-14_23-30-00,121.513,25.029,0.0,11,14,7,11,211
11-14_23-30-00,121.519,25.059,0.0,13,9,13,17,209
11-14_23-30-00,121.651,25.089,0.0,0,1,0,2,9
11-14_23-30-00,121.653,25.069,0.0,3,5,1,6,23
11-14_23-30-00,121.491,25.069,0.0,15,13,19,15,227
11-14_23-30-00,121.547,25.049,0.0,15,9,14,6,265
11-14_23-30-00,121.571,25.079,0.0,3,6,5,5,131
11-14_23-30-00,121.573,25.059,0.0,2,1,0,2,9
11-14_23-30-00,121.497,25.009,0.0,2,5,3,1,13
11-14_23-30-00,121.463,25.079,0.0,12,22,13,13,212
11-14_23-30-00,121.549,25.029,0.0,6,11,13,19,98
11-14_23-30-00,121.521,25.039,0.0,3,6,11,2,33
11-14_23-30-00,121.577,25.019,0.0,1,1,2,1,42
11-14_23-30-00,121.489,25.089,0.0,15,7,18,12,207
11-14_23-30-00,121.575,25.039,0.0,7,10,26,20,154
11-14_23-30-00,121.495,25.029,0.0,2,5,14,14,227
11-14_23-30-00,121.469,25.019,0.0,7,22,24,11,201
11-14_23-30-00,121.579,25.047,0.0,9,16,24,13,273
11-14_23-30-00,121.497,25.057,0.0,8,6,14,7,115
11-14_23-30-00,121.469,25.067,0.0,0,1,0,1,5
11-14_23-30-00,121.583,25.007,0.0,2,0,0,0,6
11-14_23-30-00,121.529,25.007,0.0,6,7,7,3,6
11-14_23-30-00,121.521,25.087,0.0,14,18,20,16,145
11-14_23-30-00,121.637,25.007,0.0,1,0,1,0,1
11-14_23-30-00,121.543,25.047,0.0,10,13,21,26,229
11-14_23-30-00,121.555,25.017,0.0,0,2,5,0,12
11-14_23-30-00,121.567,25.077,0.0,1,7,6,2,21
11-14_23-30-00,121.571,25.037,0.0,2,7,13,3,32
11-14_23-30-00,121.485,25.087,0.0,14,12,24,12,207
11-14_23-30-00,121.513,25.077,0.0,5,4,1,5,64
11-14_23-30-00,121.491,25.027,0.0,3,5,14,3,65
11-14_23-30-00,121.569,25.057,0.0,11,13,9,16,252
11-14_23-30-00,121.461,25.057,0.0,9,12,17,12,73
11-14_23-30-00,121.525,25.047,0.0,8,13,21,18,67
11-14_23-30-00,121.515,25.057,0.0,15,17,23,32,335
11-14_23-30-00,121.575,25.087,0.0,2,1,1,4,14
11-14_23-30-00,121.659,25.057,0.0,1,1,0,1,3
11-14_23-30-00,121.487,25.067,0.0,6,16,12,7,61
11-14_23-30-00,121.577,25.067,0.0,3,3,1,2,16
11-14_23-30-00,121.523,25.067,0.0,9,12,16,12,338
11-14_23-30-00,121.475,25.007,0.0,6,20,18,10,251
11-14_23-30-00,121.495,25.077,0.0,6,9,15,7,61
11-14_23-30-00,121.465,25.017,0.0,7,14,18,13,194
11-14_23-30-00,121.519,25.017,0.0,11,13,7,19,266
11-14_23-30-00,121.527,25.027,0.0,13,9,13,15,94
11-14_23-30-00,121.631,25.067,0.0,18,17,24,12,191
11-14_23-30-00,121.499,25.037,0.0,13,16,38,11,275
11-14_23-30-00,121.553,25.037,0.0,5,23,22,14,147
11-14_23-30-00,121.625,25.037,0.0,0,4,8,3,27
11-14_23-30-00,121.541,25.067,0.0,18,16,13,12,342
11-14_23-30-00,121.655,25.007,0.0,1,0,0,1,2
11-14_23-30-00,121.545,25.027,0.0,10,27,17,18,276
11-14_23-30-00,121.493,25.007,0.0,7,7,9,6,113
11-14_23-30-00,121.471,25.047,0.0,1,3,20,9,79
11-14_23-30-00,121.595,25.067,0.0,3,4,6,2,28
11-14_23-30-00,121.623,25.057,0.0,1,4,4,1,6
11-14_23-30-00,121.605,25.057,0.0,18,16,10,15,296
11-14_23-30-00,121.627,25.017,0.0,0,0,0,0,20
11-14_23-30-00,121.597,25.047,0.0,1,1,1,2,35
11-14_23-30-00,121.473,25.027,0.0,11,13,22,13,97
11-14_23-30-00,121.517,25.037,0.0,1,3,2,7,4
11-14_23-30-00,121.647,25.087,0.0,1,2,5,2,17
11-14_23-30-00,121.593,25.087,0.0,10,6,8,10,70
11-14_23-30-00,121.621,25.077,0.0,3,8,1,6,128
11-14_23-30-00,121.551,25.057,0.0,14,10,18,10,163
11-14_23-30-00,121.549,25.077,0.0,7,14,13,5,138
11-14_23-30-00,121.467,25.087,0.0,8,13,22,16,146
11-14_23-30-00,121.477,25.077,0.0,3,8,3,9,65
11-14_23-30-00,121.547,25.097,0.0,5,2,2,4,72
11-14_23-30-00,121.501,25.017,0.0,1,2,2,1,13
11-14_23-30-00,121.511,25.007,0.0,17,27,23,23,346
11-14_23-30-00,121.483,25.017,0.0,7,11,6,5,47
11-14_23-30-00,121.557,25.087,0.0,3,2,4,4,23
11-14_23-30-00,121.591,25.017,0.0,0,0,0,0,1
11-14_23-30-00,121.565,25.007,0.0,2,1,4,4,19
11-14_23-30-00,121.475,25.097,0.0,1,0,1,2,6
11-14_23-30-00,121.535,25.037,0.0,6,9,9,15,110
11-14_23-30-00,121.563,25.027,0.0,12,12,16,18,341
11-14_23-30-00,121.537,25.017,0.0,5,5,3,3,37
11-14_23-30-00,121.505,25.067,0.0,11,6,3,14,93
11-14_23-30-00,121.613,25.067,0.0,5,10,8,6,104
11-14_23-30-00,121.507,25.047,0.0,29,17,27,22,251
11-14_23-30-00,121.561,25.047,0.0,10,10,9,4,131
11-14_23-30-00,121.585,25.077,0.0,9,15,10,12,239
11-14_23-30-00,121.619,25.007,0.0,0,1,0,1,1
11-14_23-30-00,121.509,25.027,0.0,8,7,11,5,164
11-14_23-30-00,121.639,25.077,0.0,9,3,4,7,53
11-14_23-30-00,121.481,25.037,0.0,2,2,3,1,18
11-14_23-30-00,121.615,25.047,0.0,4,15,25,18,277
11-14_23-30-00,121.641,25.057,0.0,1,3,2,1,0
11-14_23-30-00,121.533,25.057,0.0,9,17,10,13,176
11-14_23-30-00,121.589,25.037,0.0,2,3,5,2,25
11-14_23-30-00,121.529,25.097,0.0,5,8,9,9,70
11-14_23-30-00,121.587,25.057,0.0,5,7,2,2,55
11-14_23-30-00,121.531,25.077,0.0,0,1,0,1,6
11-14_23-30-00,121.585,25.041,0.0,4,8,15,11,169
11-14_23-30-00,121.531,25.041,0.0,7,9,17,9,150
11-14_23-30-00,121.505,25.031,0.0,6,13,10,16,225
11-14_23-30-00,121.507,25.011,0.0,12,7,11,7,71
11-14_23-30-00,121.647,25.051,0.0,0,1,0,1,0
11-14_23-30-00,121.553,25.091,0.0,0,0,0,1,2
11-14_23-30-00,121.583,25.061,0.0,5,5,12,8,110
11-14_23-30-00,121.481,25.091,0.0,4,4,7,9,127
11-14_23-30-00,121.567,25.041,0.0,17,20,18,11,210
11-14_23-30-00,121.533,25.021,0.0,7,11,12,12,210
11-14_23-30-00,121.571,25.001,0.0,11,6,7,4,173
11-14_23-30-00,121.611,25.051,0.0,1,3,2,1,14
11-14_23-30-00,121.511,25.061,0.0,7,14,11,9,110
11-14_23-30-00,121.535,25.001,0.0,5,9,6,7,67
11-14_23-30-00,121.485,25.051,0.0,8,9,15,11,74
11-14_23-30-00,121.563,25.081,0.0,6,5,5,8,59
11-14_23-30-00,121.593,25.051,0.0,6,6,6,8,76
11-14_23-30-00,121.557,25.051,0.0,14,17,20,19,247
11-14_23-30-00,121.461,25.021,0.0,17,17,21,17,165
11-14_23-30-00,121.503,25.051,0.0,2,2,0,5,2
11-14_23-30-00,121.473,25.081,0.0,12,11,12,19,223
11-14_23-30-00,121.625,25.001,0.0,2,7,6,1,21
11-14_23-30-00,121.487,25.031,0.0,2,0,3,1,2
11-14_23-30-00,121.489,25.011,0.0,6,5,7,6,86
11-14_23-30-00,121.635,25.081,0.0,0,0,1,2,1
11-14_23-30-00,121.569,25.021,0.0,0,6,4,1,2
11-14_23-30-00,121.543,25.011,0.0,3,11,17,5,85
11-14_23-30-00,121.529,25.061,0.0,15,8,25,13,213
11-14_23-30-00,121.609,25.071,0.0,22,12,19,13,300
11-14_23-30-00,121.645,25.071,0.0,5,3,1,3,23
11-14_23-30-00,121.483,25.071,0.0,14,10,24,13,200
11-14_23-30-00,121.499,25.001,0.0,16,16,21,19,353
11-14_23-30-00,121.467,25.051,0.0,0,9,1,5,56
11-14_23-30-00,121.539,25.051,0.0,8,5,11,8,86
11-14_23-30-00,121.637,25.061,0.0,8,9,9,5,42
11-14_23-30-00,121.481,25.001,0.0,12,28,26,6,346
11-14_23-30-00,121.541,25.031,0.0,11,16,19,22,222
11-14_23-30-00,121.581,25.081,0.0,11,16,11,12,161
11-14_23-30-00,121.469,25.031,0.0,8,15,21,13,176
11-14_23-30-00,121.465,25.071,0.0,0,1,3,1,11
11-14_23-30-00,121.607,25.001,0.0,3,5,1,0,36
11-14_23-30-00,121.551,25.021,0.0,14,18,23,5,194
11-14_23-30-00,121.513,25.041,0.0,6,10,8,7,88
11-14_23-30-00,121.565,25.061,0.0,18,13,6,11,289
11-14_23-30-00,121.475,25.061,0.0,1,3,1,4,9
11-14_23-30-00,121.619,25.061,0.0,3,3,1,4,32
11-14_23-30-00,121.463,25.001,0.0,10,19,19,9,306
11-14_23-30-00,121.599,25.081,0.0,12,12,7,8,111
11-14_23-30-00,121.517,25.001,0.0,12,19,29,11,279
11-14_23-30-00,121.621,25.041,0.0,5,7,9,6,143
11-14_23-30-00,121.499,25.091,0.0,1,2,3,3,14
11-14_23-30-00,121.537,25.071,0.0,1,0,1,0,11
11-14_23-30-00,121.591,25.071,0.0,5,12,15,16,121
11-14_23-30-00,121.497,25.021,0.0,8,9,16,6,232
11-14_23-30-00,121.559,25.031,0.0,19,19,27,20,246
11-14_23-30-00,121.509,25.081,0.0,8,8,11,13,125
11-14_23-30-00,121.501,25.071,0.0,9,3,17,10,172
11-14_23-30-00,121.549,25.041,0.0,13,31,56,30,144
11-14_23-30-00,121.493,25.061,0.0,19,23,29,22,203
11-14_23-30-00,121.479,25.021,0.0,7,11,15,7,112
11-14_23-30-00,121.655,25.061,0.0,13,14,12,13,241
11-14_23-30-00,121.553,25.001,0.0,8,19,15,7,202
11-14_23-30-00,121.575,25.051,0.0,10,14,6,10,115
11-14_23-30-00,121.521,25.051,0.0,17,13,26,16,220
11-14_23-30-00,121.545,25.081,0.0,13,6,10,16,157
11-14_23-30-00,121.547,25.061,0.0,13,10,18,8,224
11-14_23-30-00,121.519,25.071,0.0,10,16,10,10,194
11-14_23-30-00,121.491,25.081,0.0,11,5,11,7,151
11-14_23-30-00,121.525,25.011,0.0,3,11,2,1,21
11-14_23-30-00,121.463,25.091,0.0,4,8,3,12,71
11-14_23-30-00,121.523,25.031,0.0,4,13,11,13,123
11-14_23-30-00,121.601,25.061,0.0,4,1,1,2,12
11-14_23-30-00,121.517,25.091,0.0,14,11,12,24,149
11-14_23-30-00,121.627,25.071,0.0,4,4,1,6,17
11-14_23-30-00,121.471,25.011,0.0,7,14,10,8,130
11-14_23-30-00,121.509,25.031,0.0,8,7,2,10,73
11-14_23-30-00,121.485,25.001,0.0,11,19,22,12,168
11-14_23-30-00,121.477,25.081,0.0,4,9,14,15,191
11-14_23-30-00,121.537,25.021,0.0,2,7,5,2,13
11-14_23-30-00,121.535,25.041,0.0,17,17,20,17,281
11-14_23-30-00,121.511,25.011,0.0,25,16,29,30,373
11-14_23-30-00,121.563,25.031,0.0,5,8,8,3,61
11-14_23-30-00,121.573,25.021,0.0,0,2,3,2,14
11-14_23-30-00,121.487,25.071,0.0,17,12,9,9,103
11-14_23-30-00,121.461,25.061,0.0,12,6,9,24,135
11-14_23-30-00,121.539,25.001,0.0,10,34,16,22,211
11-14_23-30-00,121.571,25.041,0.0,11,15,13,23,139
11-14_23-30-00,121.533,25.061,0.0,12,20,24,20,239
11-14_23-30-00,121.625,25.041,0.0,6,3,12,4,31
11-14_23-30-00,121.585,25.081,0.0,2,1,0,3,11
11-14_23-30-00,121.569,25.061,0.0,10,2,5,9,107
11-14_23-30-00,121.551,25.061,0.0,5,8,5,9,76
11-14_23-30-00,121.595,25.071,0.0,10,8,5,4,159
11-14_23-30-00,121.587,25.061,0.0,14,15,8,10,94
11-14_23-30-00,121.499,25.041,0.0,8,4,12,11,79
11-14_23-30-00,121.575,25.001,0.0,6,2,4,3,34
11-14_23-30-00,121.567,25.081,0.0,6,4,9,5,84
11-14_23-30-00,121.525,25.051,0.0,19,23,37,22,528
11-14_23-30-00,121.641,25.061,0.0,1,15,21,6,65
11-14_23-30-00,121.557,25.001,0.0,10,10,5,7,170
11-14_23-30-00,121.519,25.021,0.0,4,13,9,7,67
11-14_23-30-00,121.467,25.001,0.0,9,13,17,18,249
11-14_23-30-00,121.505,25.071,0.0,7,6,3,5,54
11-14_23-30-00,121.639,25.081,0.0,8,4,5,8,123
11-14_23-30-00,121.593,25.001,0.0,1,3,0,1,2
11-14_23-30-00,121.517,25.041,0.0,5,1,9,8,63
11-14_23-30-00,121.507,25.051,0.0,7,4,16,15,33
11-14_23-30-00,121.521,25.001,0.0,19,13,25,16,185
11-14_23-30-00,121.513,25.081,0.0,8,9,3,10,69
11-14_23-30-00,121.529,25.011,0.0,1,4,2,2,31
11-14_23-30-00,121.613,25.071,0.0,9,7,10,5,186
11-14_23-30-00,121.561,25.051,0.0,9,10,17,9,157
11-14_23-30-00,121.489,25.051,0.0,12,13,18,16,302
11-14_23-30-00,121.491,25.031,0.0,4,6,13,7,100
11-14_23-30-00,121.659,25.061,0.0,10,8,15,5,103
11-14_23-30-00,121.647,25.091,0.0,6,1,2,10,68
11-14_23-30-00,121.515,25.061,0.0,10,13,14,12,226
11-14_23-30-00,121.631,25.071,0.0,11,6,10,14,159
11-14_23-30-00,121.543,25.051,0.0,10,11,22,30,203
11-14_23-30-00,121.623,25.061,0.0,1,4,3,0,28
11-14_23-30-00,121.503,25.091,0.0,8,7,9,5,99
11-14_23-30-00,121.597,25.051,0.0,1,1,3,0,26
11-14_23-30-00,121.465,25.021,0.0,11,19,26,15,192
11-14_23-30-00,121.545,25.031,0.0,12,25,15,10,227
11-14_23-30-00,121.485,25.091,0.0,5,3,1,3,18
11-14_23-30-00,121.463,25.041,0.0,3,3,9,4,19
11-14_23-30-00,121.615,25.051,0.0,3,1,5,2,22
11-14_23-30-00,121.497,25.061,0.0,13,24,35,15,262
11-14_23-30-00,121.605,25.061,0.0,2,1,1,1,8
11-14_23-30-00,121.479,25.061,0.0,3,3,2,3,9
11-14_23-30-00,121.555,25.021,0.0,10,14,17,16,180
11-14_23-30-00,121.559,25.071,0.0,1,3,1,2,7
11-14_23-30-00,121.617,25.031,0.0,0,6,1,0,2
11-14_23-30-00,121.483,25.021,0.0,15,17,28,14,353
11-14_23-30-00,121.527,25.031,0.0,9,11,18,14,196
11-14_23-30-00,121.503,25.001,0.0,12,12,19,11,200
11-14_23-30-00,121.579,25.051,0.0,12,12,8,11,99
11-14_23-30-00,121.473,25.031,0.0,29,13,31,18,246
